"[run number]","scenarios","n","rayon","Quarantaine","p-immuniser","p-symptomatiques","p-asymptomatiques","p-retablies","p-mort","[step]","count turtles with [state = 0]","count turtles with [state = 1]","count turtles with [state = 2]"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","35","918","12","15"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","37","763","34","58"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","39","735","77","61"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","37","842","51","33"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","37","824","35","43"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","38","731","68","57"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","36","792","48","51"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","40","660","57","70"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","36","911","19","14"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","38","763","28","58"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","40","729","69","71"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","38","832","57","37"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","39","728","65","56"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","38","818","38","42"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","37","789","42","51"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","41","657","55","69"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","39","762","27","56"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","41","722","71","71"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","37","908","21","12"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","39","825","58","36"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","39","818","36","42"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","42","651","53","67"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","40","724","61","64"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","38","786","38","57"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","40","757","30","54"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","43","649","51","66"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","42","712","69","77"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","38","901","26","11"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","40","815","34","39"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","41","723","54","64"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","39","779","40","58"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","40","822","56","37"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","44","647","48","67"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","41","755","28","53"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","43","704","67","77"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","41","811","35","41"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","42","722","50","63"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","40","772","41","60"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","39","896","30","12"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","41","815","61","39"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","45","642","49","62"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","42","753","29","48"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","44","701","66","72"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","42","807","35","43"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","43","722","46","62"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","41","768","40","59"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","42","809","64","38"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","46","640","48","59"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","40","892","33","13"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","43","752","26","45"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","45","696","65","73"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","44","721","43","62"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","43","797","42","44"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","42","765","39","57"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","47","637","48","59"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","43","806","63","40"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","41","890","33","15"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","44","750","27","40"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","46","687","66","78"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","48","628","54","57"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","45","718","37","64"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","43","764","37","51"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","44","792","40","44"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","44","803","60","42"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","45","746","30","38"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","42","886","33","18"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","47","681","64","78"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","49","623","54","54"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","44","764","30","56"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","46","717","35","59"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","45","788","42","44"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","45","799","53","48"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","46","741","35","33"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","50","616","53","59"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","48","672","60","85"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","43","884","32","17"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","47","715","34","58"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","45","764","29","57"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","46","783","44","44"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","46","796","55","47"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","51","611","53","57"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","49","668","57","84"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","47","734","35","34"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","48","711","35","50"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","46","763","26","55"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","44","881","30","22"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","47","780","44","45"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","52","605","52","59"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","50","657","61","88"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","47","792","54","48"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","48","734","32","34"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","49","704","40","49"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","47","759","27","53"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","51","636","70","93"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","48","778","43","42"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","45","877","30","22"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","53","602","52","53"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","48","787","53","49"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","49","731","35","34"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","50","701","40","46"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","48","754","28","52"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","54","601","47","53"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","52","627","72","89"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","49","777","41","43"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","46","875","30","22"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","50","726","33","36"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","49","784","53","42"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","51","698","39","43"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","49","750","30","49"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","55","599","46","50"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","53","622","71","92"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","50","777","36","46"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","51","718","35","38"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","56","597","44","48"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","52","696","37","42"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","50","779","54","44"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","54","618","68","91"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","47","875","22","29"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","50","749","28","48"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","57","591","46","49"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","52","714","36","39"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","53","696","31","44"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","51","775","37","41"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","55","613","63","91"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","51","777","51","45"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","51","747","25","53"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","48","874","22","26"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","58","589","38","52"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","53","712","35","39"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","54","695","31","40"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","56","608","60","92"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","52","773","37","39"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","52","776","47","44"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","52","741","28","53"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","59","585","38","54"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","49","873","23","22"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","54","710","32","37"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","57","605","57","89"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","55","692","30","36"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","53","769","34","42"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","60","582","34","53"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","53","776","41","47"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","53","736","31","52"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","58","603","56","84"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","56","690","28","34"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","55","706","33","34"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","50","871","23","22"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","61","581","32","50"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","54","762","37","44"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","54","730","36","48"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","54","772","42","43"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","59","595","58","80"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","57","689","26","34"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","62","581","27","53"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","56","704","31","35"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","51","870","21","23"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","55","755","42","42"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","55","724","40","41"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","60","585","64","77"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","55","772","38","45"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","63","581","23","53"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","58","687","24","38"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","57","701","30","33"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","61","577","65","77"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","52","867","21","22"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","56","719","41","40"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","56","752","41","44"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","64","581","20","49"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","56","772","33","45"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","59","686","21","40"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","58","697","31","34"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","62","569","69","73"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","65","581","20","43"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","57","748","41","44"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","57","772","30","43"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","57","717","38","41"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","53","864","24","17"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","60","684","20","40"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","59","694","31","34"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","63","558","75","67"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","66","580","16","45"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","58","745","40","45"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","58","770","31","36"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","61","682","19","38"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","58","716","32","43"
"7","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","54","861","26","18"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","64","548","77","71"
"4","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","60","693","29","34"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","67","579","17","39"
"1","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","62","680","18","34"
"3","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","65","536","84","69"
"2","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","59","767","34","30"
"8","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","59","739","41","47"
"5","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","59","714","32","42"
"6","pop-asymptomatique","1000","4","oui","0","0.1","1","0.04","0.06","68","579","15","40"
